time.decay.1	time.decay.2	time.decay.3	time.decay.4	time.decay.5	time.decay.6	time.decay.7	
9.552156210609992115e+01 8.033572401228435922e+01 9.923630643909523030e+01 9.731656115853058964e+01 1.044876817867035470e+02 1.034919954567124307e+02 8.849625225397367956e+01
1.032529348407182113e+02 8.584733011488977183e+01 1.008942141322480097e+02 1.003971927535705504e+02 9.223946417494993000e+01 1.047545384104968207e+02 8.032878785087773110e+01
1.134875116866279825e+02 8.507600063426809811e+01 9.582989799607652515e+01 1.033516111800772563e+02 9.661906817235478684e+01 9.320799798064143715e+01 9.730727086621975275e+01
1.160082781041812154e+02 8.918385723707375234e+01 1.036963106937645733e+02 9.361818314265737229e+01 1.034480212149148599e+02 1.033829850234653236e+02 1.019802968826868721e+02
9.965087155675516328e+01 1.059403309921959675e+02 8.683533124093089839e+01 1.023552625609696349e+02 1.136996917774054623e+02 9.487578522398166569e+01 9.613812461341321125e+01
8.661189925387431288e+01 1.038650789644480881e+02 8.423921223943071368e+01 1.025717433376558887e+02 7.722293537205764835e+01 1.047134005277150663e+02 8.768842003238792415e+01
7.699534469820784466e+01 9.410047641438545440e+01 9.176114060608301770e+01 1.086027660715303682e+02 8.231233359365779734e+01 1.070482875226092858e+02 1.014397452182959114e+02
8.013409863667244792e+01 8.478690698850476792e+01 9.316408616213058735e+01 1.018611532591058619e+02 1.143110953365712845e+02 1.043167058016817919e+02 1.244334839927628735e+02
9.601437147498245395e+01 9.702599491718891045e+01 8.268812178546468772e+01 1.120998578163679156e+02 1.249251252561132617e+02 1.022980168009826798e+02 1.196474847312562702e+02
1.062881385422807341e+02 9.600530947303559515e+01 9.728741635601521409e+01 1.002111625183869137e+02 1.054878572739098246e+02 9.404738249448001852e+01 1.071501045818949933e+02
8.467722718162161755e+01 9.971720289890865274e+01 9.343714141674990969e+01 9.397388930959360209e+01 9.325972045949853850e+01 8.661424282758129323e+01 9.911631266076572899e+01
1.065635989559352197e+02 1.028642076034995796e+02 1.149068840006126635e+02 9.661600671879254776e+01 9.022867939672639181e+01 9.287960746758524522e+01 1.008375797887665613e+02
1.030966301839734456e+02 9.610426111849017161e+01 1.183135467598084034e+02 9.789482565873410636e+01 1.045213770437312633e+02 1.090570065031287186e+02 8.910873868376559415e+01
9.270595722789184379e+01 9.565474985274792630e+01 1.099606748545623134e+02 1.007663135529863041e+02 9.931399972154342493e+01 8.828888703012395922e+01 9.980064239294290473e+01
9.973736767704430406e+01 1.039347351324953195e+02 1.214718623190687197e+02 9.922482048724201320e+01 9.938230857621663006e+01 8.673098251118159396e+01 1.097760061652133885e+02
9.594859918750552197e+01 1.083302643221857124e+02 1.157993822499851007e+02 9.782728236759766105e+01 1.085756709506224524e+02 1.090701676497578774e+02 1.104249336331899798e+02
1.062176178428520359e+02 1.106793583621385011e+02 1.185341019901033519e+02 1.075169349252994664e+02 1.048591718727728903e+02 1.035493274254422573e+02 8.967242243012287872e+01
8.750518980264844515e+01 1.031246936536042682e+02 1.208404053158769500e+02 1.245701847096796797e+02 1.123131707788317044e+02 9.254180306358188091e+01 8.440580790949981349e+01
1.068195615160364014e+02 9.066179893630859965e+01 9.836561846697011902e+01 9.770884904806351301e+01 8.845198541860423802e+01 1.014583674648163480e+02 8.867219152463957244e+01
8.566575930446501275e+01 9.334308184655957064e+01 1.001553127990605390e+02 9.255463910144715101e+01 1.124202141655957945e+02 1.108174372787496651e+02 1.110396587461889339e+02
1.017235820262831965e+02 1.001550877693514678e+02 9.777757090741840784e+01 9.111811345636429849e+01 1.217854291274777268e+02 1.311878277149885150e+02 8.100089814053905002e+01
9.735521269891847851e+01 9.730981252480296462e+01 9.072244703361828044e+01 9.265321192671115114e+01 1.281283951596691963e+02 1.213376762431288540e+02 7.793550837711366341e+01
9.646544770216210907e+01 8.824783997983442418e+01 9.692309177896790118e+01 1.054698544921203620e+02 9.586393549999714025e+01 1.216065708821439273e+02 8.737486395076561507e+01
9.647033619557137740e+01 8.597728393697340721e+01 1.010322224765583456e+02 9.752630370930629056e+01 9.804692798661616848e+01 1.149947294787074554e+02 1.074321903642665177e+02
9.824591474978423378e+01 9.519333740290342405e+01 9.567174966277161730e+01 9.758654277496513885e+01 9.723525281838060152e+01 1.121578834396887316e+02 1.118179444829803515e+02
9.802571875965784898e+01 1.051951240651310115e+02 9.358894070782707786e+01 8.490667261463973148e+01 1.109510261349803670e+02 1.020892057499942496e+02 1.021706597565879093e+02
1.012104246466082600e+02 9.289070156189241345e+01 9.937626657360550553e+01 1.177392378001662507e+02 1.132472105574040881e+02 9.581453662707613717e+01 9.341785847099262696e+01
9.903914507297562864e+01 9.195540819791953879e+01 9.308880212941795662e+01 1.217053999773669375e+02 1.077999836103411013e+02 1.023811585745629316e+02 9.052443110023038741e+01
1.001992050876552867e+02 1.031944636262218040e+02 1.008726107297327417e+02 1.185777544770184306e+02 9.730895082141998387e+01 8.563899631393535117e+01 1.254202116015947013e+02
8.560776311943004657e+01 1.058808507179447105e+02 8.805291862868382680e+01 1.204729126245438806e+02 8.884152553842451994e+01 8.160769482380997886e+01 9.248270307872307683e+01
1.102277496298992503e+02 1.001365026665575755e+02 1.170951991821729052e+02 1.037876363231694512e+02 1.058117046846829794e+02 7.612115335485070489e+01 1.024750839607635839e+02
1.126368519726814981e+02 9.676420214241016993e+01 9.669048135252293719e+01 9.623527270205376283e+01 8.979313684802076523e+01 1.014207541648867164e+02 1.069657362487537853e+02
9.639545151531642375e+01 8.613424810600315595e+01 9.041201804833110600e+01 1.224655289589017855e+02 1.116370948002837054e+02 8.563464553128802947e+01 9.447425969266149082e+01
9.794713575595268651e+01 8.130078975677676567e+01 1.067313587930729710e+02 9.923816207309245385e+01 9.370140857628294384e+01 1.067263276028018879e+02 9.677696471067363859e+01
7.659294887801989660e+01 9.094498899149840554e+01 1.124865462931654463e+02 9.824162840843246158e+01 8.904564065099356185e+01 1.057449348567356537e+02 8.538567052428174975e+01
8.806316860959617543e+01 1.079650001493235578e+02 8.830316002210972215e+01 9.230077525705033281e+01 9.592735900709197949e+01 1.025852201813720797e+02 9.152245883689887762e+01
8.910878564690193571e+01 1.012452734270869144e+02 9.653273919478604626e+01 9.271649514459969055e+01 9.344926889095168576e+01 1.071985923189759262e+02 1.015285847679468105e+02
7.934493319922836463e+01 9.029791102568022154e+01 9.840340558395159576e+01 1.168987426502052784e+02 1.093268486299967890e+02 8.325686446905925209e+01 1.029856450978266764e+02
1.298270246527401355e+02 1.037484023827498021e+02 1.057545374972487764e+02 9.573753005147604256e+01 9.472926415773784470e+01 9.398149120751614305e+01 9.924614218142571076e+01
1.135967882808145646e+02 1.118661063822005985e+02 1.097599172079899716e+02 9.286677934973343440e+01 9.904304959675904740e+01 1.101229099861680254e+02 1.071388407110165559e+02
1.055836149585148007e+02 1.098908669875542330e+02 9.221549148615815739e+01 8.959041608956475500e+01 1.157224564216550533e+02 9.707663701166632109e+01 1.073273912076767829e+02
1.074874860835349892e+02 1.128813145053811127e+02 1.066017706779215359e+02 8.494416310611657650e+01 1.150625069996959411e+02 1.083298943939042687e+02 8.888198498509028411e+01
1.069779557550653522e+02 1.027387267088644052e+02 1.008241116041129999e+02 8.802948253071936335e+01 9.004758976083672906e+01 8.100054995264633817e+01 9.584884507330370695e+01
9.611992373638358345e+01 1.145409233280558965e+02 9.597287001313306121e+01 9.591578040730526311e+01 9.398172209368971153e+01 8.975975672689644114e+01 1.106260851133004053e+02
8.940267842275962096e+01 9.114883904597306241e+01 1.020355387482194089e+02 9.630550013622926997e+01 8.778809919820086805e+01 9.352357513859242033e+01 1.080717398243497911e+02
8.946660512608227123e+01 1.046165895694328043e+02 1.130134566754447292e+02 9.408234371185466216e+01 9.310712954395469865e+01 1.014751929884273807e+02 1.142038079003354909e+02
9.107499339872578048e+01 9.423650235981469336e+01 8.383676363224819283e+01 9.993162910404657850e+01 1.077979947902959168e+02 9.421252513191281253e+01 1.023752656075231613e+02
1.017725525682153034e+02 9.493682915113753040e+01 8.433384945221996531e+01 9.600435822375708028e+01 9.021862372826562648e+01 1.001550029546740177e+02 1.107130530269269570e+02
1.137744429935885933e+02 9.753068005791661221e+01 9.895635246409585761e+01 9.801398270393326584e+01 8.695264101151158798e+01 9.519696560612796077e+01 1.180684593658162100e+02
1.143156633877101029e+02 9.210409247940688715e+01 9.536871306138615978e+01 9.772859351112506943e+01 1.025153519976328482e+02 8.920383604061665039e+01 1.193167243862330622e+02
8.076601307209055847e+01 9.784298070027398353e+01 8.546129281910431530e+01 1.077112314038930663e+02 9.708222836316205928e+01 1.088875621460697403e+02 1.159750395047755944e+02
9.587553983331268626e+01 9.500659522245366873e+01 8.468166547221109397e+01 1.070696049759018393e+02 8.418965740397155173e+01 1.086543025562846765e+02 1.017141519106476153e+02
1.029045372583112226e+02 1.150591256148979653e+02 9.518091367181629892e+01 1.134260330823716316e+02 8.514952188517298737e+01 9.349755032383387743e+01 1.028602339858648662e+02
1.115277622783099361e+02 8.509709653793069606e+01 1.046643450305574135e+02 1.113035945039625716e+02 1.078606276620544833e+02 9.644769743455688626e+01 9.273554498857687634e+01
9.068361236548550153e+01 8.573024395298790523e+01 9.281222600424052871e+01 8.930114638549601125e+01 9.130059585369372144e+01 1.030314174895626991e+02 1.001900388348848168e+02
9.429219709558286411e+01 1.151565408164573796e+02 9.434119856485104094e+01 1.192036703675306484e+02 1.095918986065306058e+02 1.081080935217248111e+02 9.943893808035349480e+01
1.043232222430818297e+02 1.153818698601717898e+02 9.171076971972230751e+01 1.249308711688376832e+02 8.971128704674184462e+01 1.077005427577044827e+02 1.056458558117514173e+02
9.517783327614576194e+01 1.095001725139697726e+02 8.755608377864901115e+01 1.055113412909952046e+02 1.126385441174504365e+02 1.083281675258827619e+02 1.051103305518745259e+02
1.170243918570758552e+02 1.082343754322181013e+02 1.098915695701643926e+02 1.124606690148779649e+02 1.143504451801568393e+02 1.032127277946249393e+02 1.009592760075982625e+02
1.143457070163546234e+02 1.006218189599117778e+02 1.007511976303175345e+02 1.053794889772272541e+02 1.043284965160158890e+02 9.354957871841045858e+01 9.788321134646700727e+01
1.148017658286992173e+02 1.034609145957261660e+02 9.707735844955573157e+01 9.897440501044466998e+01 1.031068731675797210e+02 9.577510605184582460e+01 9.979257222825943074e+01
8.438914983326068864e+01 1.035864718102211981e+02 1.037821935996050087e+02 1.025411544249004834e+02 1.004066887326760451e+02 9.935106504854323362e+01 9.165067722352858937e+01
8.437561432729771127e+01 1.131300002213506843e+02 8.064126939023603313e+01 9.823094295423710776e+01 9.244289800886849662e+01 9.199503091773404151e+01 9.249643534485606722e+01
9.716212923404083313e+01 1.113230732904785327e+02 8.585728457485849674e+01 9.776665539331676769e+01 9.707147091555358998e+01 1.048785740679691401e+02 1.111664566883078180e+02
9.073671398891021056e+01 9.566326342245822900e+01 9.184257873671288053e+01 9.259768325417618939e+01 9.194359221774689672e+01 1.000116190019805344e+02 8.845862277205297630e+01
1.109800522626627810e+02 9.146489899565727910e+01 1.058288389709944681e+02 8.542025970016757697e+01 9.174122942030520278e+01 9.367811514257110161e+01 9.307852998908539632e+01
8.941990141540573234e+01 8.025087996395077994e+01 1.017668567453073649e+02 1.124325904268028182e+02 8.813463526232985146e+01 1.118102629464847979e+02 9.217683807363670212e+01
8.826079126950803300e+01 8.430481113538421312e+01 9.659566988978747304e+01 1.058818463566395849e+02 1.071310212713150349e+02 1.003205950198474170e+02 1.257964683053929491e+02
1.110378076329761399e+02 1.031528987284840326e+02 1.083064940140833983e+02 1.168116102317798806e+02 9.342449601848012719e+01 9.572555954797614675e+01 9.961618167508866861e+01
8.751091229795022741e+01 1.092362483005014582e+02 9.185818611160811997e+01 1.148249657911976556e+02 1.136281484704834241e+02 8.988340614540689444e+01 9.979186908316536631e+01
1.052833232238858159e+02 1.147634184251512437e+02 1.076487084640794478e+02 1.410394976547273131e+02 1.046931932269282015e+02 9.163338889116205621e+01 1.094411055535342996e+02
1.094634747223050084e+02 8.861435519244420789e+01 9.435310373648364646e+01 1.045532039934217323e+02 9.503302341358536864e+01 1.111948142448832471e+02 1.086885952926187713e+02
7.919992853887319484e+01 1.056577957555402349e+02 9.974859078991840988e+01 9.077452200082939271e+01 8.932092573579100758e+01 9.238335028106411073e+01 1.052376310843680614e+02
8.562372448065723063e+01 9.427309712069353509e+01 9.254331344586435648e+01 1.011648594362143001e+02 1.084500953507406678e+02 1.105278437828478388e+02 1.026558678907261992e+02
7.558141007909165410e+01 1.073996003199915492e+02 8.644412746057481911e+01 1.026554343293539944e+02 9.636381284874514108e+01 9.996940479733187601e+01 1.122128891338397665e+02
7.591583092441931058e+01 9.947963728928152705e+01 9.273081858222073492e+01 9.349851782054622618e+01 1.147214288177545143e+02 9.823435978496088694e+01 7.812245464474082723e+01
9.045030432709810952e+01 9.088665425694551914e+01 9.519890175186071701e+01 9.767562288098122281e+01 9.494459151985876133e+01 9.629357232498993824e+01 8.657898121092917165e+01
8.630824843278149672e+01 9.702501962449566975e+01 9.572481190105770565e+01 8.547725555793915930e+01 9.034225977645024841e+01 9.830394912665201446e+01 1.000657216562655520e+02
8.419691840881702660e+01 9.435684345284177255e+01 9.620761212566985421e+01 1.032670698897291572e+02 9.993412767491653881e+01 9.103950620909476754e+01 9.421183744719810704e+01
9.207867203177721649e+01 9.283674054456946578e+01 1.072482672531312318e+02 9.254288049854008591e+01 9.581104342333497925e+01 9.436104345104912738e+01 9.729193924680609484e+01
9.731735188423893135e+01 9.668834193015044320e+01 9.880383038349505398e+01 1.030159153799285576e+02 1.093512074585396761e+02 1.046925633806926470e+02 9.690669257023917282e+01
9.809749705285778987e+01 1.010908496613186287e+02 1.019684877705936401e+02 1.211214434172289742e+02 1.120401708855254128e+02 9.605955739686605455e+01 9.814490568211324728e+01
9.216295168812393968e+01 8.479750904022172620e+01 9.238979430601926879e+01 1.107455556119533071e+02 1.152502315087334495e+02 1.076646431860290534e+02 1.037570401370335560e+02
8.828224346534929623e+01 8.269148883001120964e+01 9.756030396588428744e+01 1.132882924189263036e+02 9.946386673524420985e+01 1.050029744163830401e+02 1.063674751083581071e+02
8.704941193051188009e+01 7.577747330062443609e+01 9.499225764832246455e+01 1.124855062811338087e+02 1.170918749670908454e+02 1.096075370857800664e+02 1.074039804734692325e+02
1.068338692770736884e+02 8.707783561902661518e+01 9.219651823718891137e+01 1.109979868937191156e+02 1.289871849633776719e+02 1.062107389780265549e+02 9.014203557716554371e+01
9.698061195775531473e+01 8.927183504418543691e+01 1.156003271974829261e+02 1.010092460385670847e+02 8.340291615858447472e+01 1.102753751081911844e+02 9.498649982289431648e+01
1.046151034821229473e+02 1.058405128230643015e+02 9.985218070272080126e+01 8.634289149767226945e+01 8.460640971251478959e+01 8.958634678048031219e+01 1.151382915382693852e+02
1.058564542861420534e+02 8.679630346869011248e+01 8.476207919585060324e+01 8.840265045143742384e+01 1.010726538775295182e+02 1.189797773523018520e+02 1.093977009394033360e+02
9.417831885122174640e+01 1.124011452384550154e+02 9.192555485515907776e+01 1.030745116163487012e+02 1.053968090377991302e+02 9.218608319491990244e+01 1.086741743965825719e+02
9.083673892339081135e+01 8.656261636049973163e+01 9.303567721279301850e+01 1.011513161513011028e+02 8.995086086974603745e+01 1.011344025362303967e+02 9.839792224461140790e+01
1.149562087238653021e+02 1.182264510871752066e+02 9.416076109398217397e+01 9.712586918778616507e+01 1.005656388794446485e+02 8.887387324744622674e+01 9.329204068689507778e+01
1.152982173097693988e+02 8.869645167159106336e+01 9.952365323112928763e+01 1.057643945047668694e+02 9.814589844335296220e+01 1.060947870918729450e+02 1.059500883586369469e+02
1.233548602578753446e+02 9.142385486886544754e+01 9.496819076803244286e+01 9.561832517526912056e+01 9.929225213619770329e+01 1.006658302145090573e+02 1.053453687933252212e+02
9.590350166330370030e+01 9.108378811946114695e+01 9.377668423261123110e+01 1.085620643625068880e+02 9.295195558997994567e+01 9.528888529674634356e+01 1.085389257091223669e+02
9.199706184504287876e+01 8.232925474696321544e+01 9.799124787975196682e+01 7.709136346060003575e+01 8.764406423065207719e+01 1.001655647473122031e+02 9.242374425909032709e+01
9.082186435345701625e+01 8.616652935399852709e+01 9.483833328035414922e+01 7.808167275463443957e+01 1.018200457065677966e+02 1.040187396193947365e+02 1.070930460566607678e+02
9.217116366203622135e+01 1.098768476289735929e+02 1.087460556897474646e+02 1.066319110860495272e+02 1.049887217669793813e+02 1.009205667948519647e+02 9.652983185561527080e+01
9.687237911739129004e+01 1.035859882865305224e+02 1.059918379180914769e+02 1.150746389490786328e+02 1.129828026401799264e+02 9.552436821940662526e+01 1.036301867471725160e+02
1.001923563288828518e+02 9.697969457648827074e+01 9.546913506636501268e+01 1.125913439295256069e+02 1.121263743912535631e+02 9.993984716940124713e+01 9.012587057543758817e+01
1.109010935475099586e+02 1.051311866147101455e+02 9.225931794783657836e+01 1.060628143127122911e+02 9.617304055430288656e+01 1.041041567787680719e+02 1.043943989929972815e+02
9.202172736172366285e+01 1.026276696429158903e+02 1.108371463087136846e+02 1.075707773671657321e+02 8.382788710687836442e+01 1.018423356220263116e+02 1.073889674705680051e+02
9.215841907399399702e+01 9.906472956836948640e+01 1.025697995992710361e+02 9.333799577929769953e+01 1.100629050025738138e+02 9.523312270592317930e+01 9.680949350599331638e+01
9.868651194072330668e+01 1.106737869787667563e+02 1.143872474879333652e+02 8.844427127227864105e+01 1.081928238005020688e+02 1.047645486905074250e+02 1.147306858080585243e+02
8.351284680090911650e+01 8.834495761179157114e+01 1.134360616480392991e+02 1.130368610065395387e+02 1.327629677556026593e+02 1.057996755481778024e+02 9.614746053434602402e+01
7.649380452671147168e+01 8.829623645418573119e+01 9.312818591515731725e+01 8.601265097334811571e+01 1.125007517541376387e+02 1.012146891885451936e+02 1.075313084847918361e+02
1.165867644956208267e+02 1.014562238765832092e+02 9.825236953229521930e+01 1.048199897155950566e+02 8.990208126068142747e+01 8.353145790084964517e+01 1.247581047917608004e+02
1.176575625167959913e+02 9.920318033748313269e+01 1.039285350569466715e+02 1.038653012334695660e+02 9.121217300278898676e+01 1.223984224683203621e+02 1.270602682220918354e+02
9.374975047001312589e+01 1.086035847879031735e+02 7.761407515026498061e+01 1.075143898215398224e+02 1.084621952691483244e+02 1.208945920396779883e+02 1.263965973977451682e+02
9.877214584247506934e+01 1.043795013851343469e+02 1.032846107749985833e+02 1.110350370480829412e+02 1.070014869324359807e+02 1.156161995964615556e+02 1.231363884515787390e+02
9.599294098337223602e+01 9.980146773773013535e+01 1.054035549673604635e+02 1.132555604859237519e+02 1.076744343468469793e+02 1.031525282087923472e+02 1.004062924668585879e+02
1.178746258007657133e+02 1.086836950912024520e+02 1.035565657897404606e+02 8.470849102536215014e+01 1.054827874527626221e+02 1.057834875643142851e+02 1.074568265167894197e+02
8.520151885565520899e+01 1.131141532196675001e+02 1.075829840072374992e+02 8.692832012095254868e+01 1.043485907966441886e+02 9.367454294786426772e+01 9.776264660867909129e+01
8.635480086811683975e+01 1.059508080895125772e+02 1.116859384653121907e+02 1.049677439917411590e+02 1.098550519729497523e+02 8.940742763905319634e+01 9.093089846688739897e+01
1.073390641421589322e+02 1.015761211525043848e+02 1.077153282146628328e+02 1.041338945275812762e+02 9.495289794144964901e+01 8.570047665374559642e+01 9.558544399567972505e+01
9.486370727242420742e+01 9.162225106304011035e+01 1.142403221138598042e+02 1.186661692867820648e+02 9.738897640471338946e+01 9.758542292614878022e+01 1.006921886131281809e+02
1.088330174838103801e+02 1.086508076448988334e+02 1.035916970294484685e+02 9.107373827520618192e+01 1.088200118521790074e+02 1.142778501171427763e+02 1.089989748401801819e+02
1.094764767531136584e+02 1.085461606732431363e+02 9.468621301146528424e+01 1.084538238535919277e+02 8.313134245020212632e+01 1.078174693696743134e+02 9.031740976405653498e+01
8.825497030288846645e+01 9.584349237153450929e+01 9.269767584042543263e+01 8.613421443935786215e+01 1.105099865503146077e+02 1.162366662737055378e+02 1.050574206627373712e+02
1.055408366092974717e+02 8.412314729664731772e+01 1.015778186953262008e+02 9.182879343832183849e+01 9.483906972536979652e+01 1.266550500539095907e+02 9.738261865404142270e+01
9.578736682987263862e+01 9.769016102111741873e+01 8.854139591088181760e+01 9.543023813450722059e+01 9.400769480488007446e+01 1.126319744562393765e+02 1.203189558694071479e+02
8.134230633427533519e+01 1.067150681229987867e+02 8.812571329810764098e+01 1.167451736095179768e+02 9.679147446012865430e+01 1.153520726085301220e+02 1.163158643480513490e+02
1.285154437398878429e+02 9.839188228297734895e+01 9.048552794158827339e+01 8.299750278740859244e+01 8.899374972438886289e+01 1.039025205783692201e+02 1.197567974986734356e+02
1.092301136921523437e+02 1.016570594718107827e+02 1.008261771871992778e+02 1.112313196284922583e+02 9.280299813109206752e+01 1.034846451513027574e+02 1.084947597625126292e+02
1.115163068509299080e+02 1.101287956465478715e+02 1.027266488549673795e+02 9.389775185686235659e+01 9.414965587093126942e+01 9.002283019200207548e+01 1.086942369752369046e+02
1.148410020641746883e+02 1.053833814246987544e+02 9.985226431860675689e+01 9.485251441238307279e+01 9.117802414565342417e+01 1.047663388459873488e+02 1.077466856902231882e+02
1.108705681615475669e+02 1.042566366628146710e+02 1.237618086872944758e+02 9.009268100176636551e+01 1.071238564770020503e+02 1.101069180517652200e+02 1.174195881529068544e+02
1.049916673659650854e+02 9.410102100107843626e+01 1.039670661884562435e+02 1.128658159905164666e+02 9.899791695676195502e+01 7.970017085875328178e+01 9.941973437300391936e+01
1.012767655362453354e+02 1.005580005048778247e+02 1.011370554688300274e+02 1.159020051180653326e+02 9.603282747511875073e+01 9.580762816813049199e+01 8.675948306386823106e+01
9.671615940240194220e+01 9.613511993786437415e+01 9.925626989361140318e+01 1.108306055103187902e+02 1.053118301165253570e+02 1.036761027837757183e+02 1.022936633445242052e+02
1.151424129070410061e+02 1.023183733717022790e+02 1.144805570866999176e+02 1.069280081617828699e+02 9.152062226545024259e+01 9.877032101864541858e+01 8.953927840796200144e+01
8.447375545002103081e+01 1.056134695900571643e+02 1.232352517725408632e+02 9.789841403678306619e+01 1.091808691335289154e+02 1.011066891871910229e+02 1.092621074642651138e+02
7.853797429110267103e+01 8.369438440134922530e+01 1.240152289140117148e+02 1.010373999938536826e+02 1.156582139624940311e+02 1.032273290262019714e+02 1.088445987926717464e+02
8.083812598316892206e+01 1.107451097163122000e+02 1.136594130217178247e+02 8.968650852365072979e+01 9.362208793783479166e+01 1.070453058925079404e+02 9.577107789617190292e+01
1.194419199291623528e+02 8.930895101583114126e+01 8.945920459953129011e+01 8.105983630529389927e+01 1.046460840931431164e+02 9.841360568829088606e+01 9.175069409724029867e+01
8.639732549724949706e+01 1.110483181859123931e+02 9.071649751495074554e+01 8.884081842385060668e+01 9.486139814670649173e+01 1.037705045519311682e+02 1.066114191424430260e+02
1.088909276353809190e+02 1.231254633006182218e+02 1.163291962475943535e+02 9.442711350968768613e+01 9.622713005566208722e+01 8.960752565509501721e+01 9.865420448675720877e+01
8.418584268777941304e+01 1.271149653891211244e+02 8.828802333189443630e+01 1.177820558143983192e+02 1.003903497708073047e+02 1.098333762641589431e+02 1.004067962588361809e+02
8.154630038296602379e+01 1.082429669656930855e+02 1.029077719148470607e+02 1.068655637986283011e+02 8.973965164299957564e+01 1.082976535181794162e+02 9.157160512052888635e+01
1.053559402328164367e+02 9.672691981661674276e+01 1.172176554698866084e+02 1.032655656946666340e+02 1.048843483711859648e+02 1.040074236720155909e+02 8.737138837442842032e+01
1.019698248446719049e+02 9.943538395730760726e+01 8.318878470512017032e+01 8.820085041737318932e+01 9.223626737381985663e+01 9.754642313090994321e+01 8.238855692624439087e+01
1.036472360699119690e+02 1.106750931471893438e+02 9.209035929879364346e+01 1.036206335529378322e+02 8.872071810688342453e+01 9.991205777264832477e+01 8.392615122827736229e+01
1.059670120949068632e+02 1.053701220027627841e+02 1.020964373487220485e+02 8.721958588886462849e+01 9.144405620058846296e+01 8.522008426805324177e+01 8.599531239892766621e+01
9.650845976473708276e+01 8.527300385612225853e+01 1.054851334659347515e+02 8.938055689681949900e+01 1.034201277467971352e+02 8.856204427891300668e+01 9.483254243284102358e+01
7.956376599056883947e+01 1.026732470640922088e+02 1.074243722849819278e+02 8.775451909916378668e+01 1.096769137815668529e+02 1.009735912831859537e+02 9.167977613129701808e+01
1.009556111474291242e+02 8.298040948600716149e+01 7.922264170851258314e+01 9.573323259300346422e+01 9.745115359516914566e+01 1.002599890893209817e+02 9.629521471162540536e+01
1.158747383504263837e+02 8.072914511530947834e+01 7.931615334676399698e+01 1.031163179638278109e+02 9.028683336741916321e+01 9.534585411773709041e+01 9.225416132691772475e+01
1.068326140902628367e+02 9.168957245472313389e+01 1.042231448398422060e+02 7.546098924089396576e+01 9.700318927003850433e+01 1.050510662638768338e+02 9.508341396637911203e+01
1.074078775516303494e+02 9.195511911763082935e+01 1.037755150715528600e+02 9.989096059843600983e+01 9.748344464707666646e+01 9.080965792402426473e+01 1.042410015547724811e+02
1.021809008217032186e+02 8.294080589323785091e+01 1.035961973697267382e+02 9.955374576068722092e+01 1.059232592073810224e+02 8.999832119847312129e+01 9.239243285239152215e+01
1.082299703380832057e+02 1.175368729892418571e+02 9.366368893681048746e+01 1.130540840833600811e+02 8.827893241065171992e+01 9.559866234111400729e+01 1.156237912233108318e+02
1.188236354193354458e+02 1.214778832561107436e+02 1.088911748339700694e+02 8.977480381862852710e+01 9.495690059585272991e+01 9.701556852460153380e+01 7.578508094891833480e+01
1.365520747236648447e+02 1.122167405772050017e+02 1.022486309482962952e+02 9.369597845042136441e+01 1.132832218220103897e+02 1.047007769129947405e+02 1.173925476109697001e+02
1.323295322732040233e+02 9.846955710203937429e+01 1.082865943611463564e+02 9.899427293922056492e+01 1.079953702004917773e+02 8.841428291009516727e+01 1.124511089752413397e+02
1.355256927591213412e+02 9.376023014559044100e+01 8.769607201392300055e+01 1.078557367984374054e+02 1.140769990594169201e+02 1.033174792333266794e+02 9.921459119747355260e+01
8.545694220756661252e+01 9.967849241849023656e+01 1.122526622492083845e+02 1.140671399213839550e+02 1.132296198001791225e+02 9.566910802361978483e+01 1.057390511387879428e+02
1.019277752477561307e+02 9.997561986614547891e+01 1.105648083046022947e+02 9.292418930490863715e+01 1.058382645682729049e+02 9.872080722556441401e+01 9.712428684476159901e+01
1.001108499747533358e+02 9.084803919157968721e+01 1.138626592929764456e+02 1.078457972310661575e+02 1.223103343532420979e+02 8.113392844648181779e+01 1.135006046646257545e+02
1.054239496205975541e+02 1.002613099408393253e+02 1.078404080823799518e+02 9.329346615132082832e+01 1.041980281533082575e+02 8.563083509270066429e+01 1.090266049977381613e+02
1.097304846058315206e+02 1.055104713391431801e+02 8.992146283098564652e+01 1.039325164259484069e+02 9.964998807386183444e+01 9.754162366348782598e+01 1.077485242055984713e+02
1.032912396465550415e+02 1.048376502675325099e+02 9.969188625649981361e+01 1.136667185830059310e+02 1.026421875823185701e+02 1.140543740698599464e+02 8.446248289127005648e+01
9.927331707676150074e+01 1.035785175064957286e+02 9.231702498031255288e+01 1.045426580820675326e+02 9.120576960025765345e+01 1.109451717310364955e+02 9.601078223967533631e+01
8.051469712604550466e+01 9.792642964924671389e+01 9.010264124538475983e+01 9.408360979841341987e+01 9.669111286982604270e+01 1.081586280605010586e+02 9.921018896328300229e+01
1.129871508471715202e+02 1.084615528864994047e+02 1.185499348669245450e+02 1.119237740498197837e+02 8.490287387960822230e+01 1.010493866739064117e+02 9.642468489734267223e+01
1.102535118833901038e+02 7.920763331463773227e+01 1.110357229466497841e+02 8.642433648340067975e+01 9.314615726637130422e+01 1.107669585705479705e+02 1.076705318594390235e+02
8.336138519898064203e+01 1.018115553726088933e+02 1.160013491431714385e+02 9.085128838674221186e+01 1.022234920193539267e+02 9.669902118247713929e+01 1.114571831735275254e+02
