time.decay.1	time.decay.2	time.decay.3	time.decay.4	time.decay.5	time.decay.6	
8.948659897377623906e+01 1.059812074556800496e+02 1.028655615793543205e+02 9.100694867963863999e+01 9.766996697197942012e+01 8.966003335427294019e+01
9.136950874682156609e+01 9.505645668650763014e+01 1.027180484166424606e+02 9.759900735920371062e+01 9.151090982522228501e+01 9.094139819754857967e+01
9.415993031609497166e+01 1.032413672692858597e+02 8.671844871411974509e+01 1.080753319091612354e+02 1.108811189923421665e+02 1.038285730721765248e+02
8.965181946433834526e+01 1.061631325390661971e+02 1.149271812448115355e+02 1.075136505588235423e+02 8.307938263849440830e+01 8.991681212745893959e+01
1.195588963995445226e+02 9.588751725603276554e+01 8.102389315774634326e+01 9.771102924282823210e+01 1.025537048389614654e+02 1.012997333067537653e+02
1.050408557624774915e+02 1.212902368510666378e+02 1.077134028293809109e+02 1.063784367818637691e+02 9.737574664731573648e+01 1.027374740447193915e+02
9.771587886209943008e+01 1.334636351781199437e+02 9.135359880613603423e+01 1.062615391500444275e+02 9.312669546698417378e+01 1.095940037373195253e+02
1.004492042859460383e+02 1.143097974532156798e+02 9.135820278383319248e+01 1.018160718074364866e+02 1.097527432614980967e+02 1.051212534462176222e+02
9.732477906610037621e+01 1.046112606033895531e+02 1.149403307118874125e+02 9.594694385224218536e+01 1.089833959683121094e+02 9.140924455120926950e+01
9.797096037597592044e+01 1.009542624293643911e+02 7.798949828340280988e+01 1.062337161078325352e+02 1.062061177633833609e+02 1.055773251087070150e+02
9.867625929543227414e+01 1.104083499387688221e+02 1.058008066788187307e+02 8.735730234015750284e+01 8.411517738509093078e+01 1.029368435767987933e+02
1.147063247979470759e+02 1.092987828333330071e+02 8.628695867275023090e+01 7.825560321137015762e+01 9.596110477565521535e+01 9.028866650919276537e+01
9.796717047057393302e+01 1.065481972173100331e+02 8.920035234861200024e+01 7.859156737043849716e+01 9.833150785394116156e+01 1.088782033552148647e+02
9.558947772717993985e+01 9.168504875525033526e+01 8.294499721290351602e+01 1.003730459316292780e+02 9.454302564569940159e+01 1.094460631760713625e+02
9.649645650602063540e+01 8.881642780182036745e+01 9.569178119271390415e+01 9.802607345956985796e+01 9.940810625589269023e+01 9.227372601019652620e+01
9.107728135559531779e+01 1.015431950886847687e+02 9.176936240152033974e+01 9.703833371855330370e+01 1.005384162772028844e+02 8.672446910649117058e+01
1.183091960212937295e+02 1.004352148013605301e+02 9.297306876804438502e+01 1.068051691501771927e+02 1.051974776439139561e+02 8.695793710938198728e+01
1.126922628090933927e+02 8.392100933810984031e+01 8.968099630268540068e+01 9.646398889221143236e+01 1.025587449387171404e+02 1.071871055027038153e+02
8.213171224244550217e+01 1.209837149933048011e+02 9.514806717861009133e+01 1.102740401039801839e+02 7.946167779203437931e+01 9.548565546526728554e+01
8.035734742842943490e+01 1.172556375334482226e+02 9.992847914339139948e+01 9.849817900833849649e+01 1.055136398783040335e+02 9.838940827748071172e+01
1.192484198667179527e+02 8.893369914938071474e+01 9.387939705085905473e+01 1.087893629805270450e+02 1.037741073320629539e+02 8.721621478387103821e+01
8.855322154972864723e+01 9.367801792268937788e+01 1.057963670727539949e+02 8.488962630877477977e+01 1.033016909302308761e+02 1.152245179115338800e+02
1.142445000386500737e+02 9.569548594964368249e+01 9.196692750960676221e+01 8.782033812826333019e+01 1.029221514065669965e+02 1.160871274830609963e+02
1.109237189856238501e+02 1.023836930712687661e+02 1.048998127336602408e+02 9.812233772575305579e+01 9.945891625797253255e+01 1.100758953326106138e+02
9.051725835305622070e+01 9.813942271511280069e+01 1.013161025296613929e+02 1.064191313733922470e+02 1.080047734943053115e+02 1.022500728671156054e+02
1.010092766734928205e+02 9.706262847636405411e+01 8.747459440186243285e+01 9.730319791624815196e+01 9.552512797354376062e+01 1.118202589068106363e+02
1.006384960560264972e+02 9.798587427997613020e+01 8.816274520061378439e+01 8.847023968208826261e+01 1.071814589773815811e+02 9.059608781116692455e+01
9.675791158848008422e+01 1.083190039932121636e+02 1.010632672890835408e+02 1.051145537554421168e+02 9.324377091581239085e+01 9.894305928680250872e+01
9.150828019756050935e+01 1.196710246999075196e+02 1.010195914544772933e+02 8.798061247850374400e+01 1.032539038801506877e+02 1.005586659974229633e+02
8.888593304786346039e+01 1.173306642317739659e+02 9.720707459090853320e+01 9.755385609144522618e+01 1.125743689490904273e+02 1.060716528998439827e+02
1.096629941427586203e+02 8.189974527055537123e+01 9.609734020834116563e+01 9.149986033565450327e+01 1.099338917726616529e+02 8.782900482970285339e+01
1.027785674872541648e+02 1.124697907527392999e+02 9.211711246825359467e+01 9.621234336019075783e+01 1.052506419845751822e+02 8.677397434720295166e+01
9.936382704567623136e+01 8.644317339421857582e+01 1.064418757463254366e+02 1.009850281264151590e+02 1.042268155740357116e+02 1.101836411359869885e+02
9.818082928853766589e+01 8.513051510264497779e+01 1.125923714094834054e+02 1.001001534473857362e+02 9.711768913976399631e+01 1.044217517165055824e+02
9.312585283639756994e+01 1.068627491932411715e+02 1.079306827349847850e+02 1.055775182403980921e+02 1.075450458073346454e+02 1.020616944849917616e+02
9.456184845060468547e+01 8.371676933849246893e+01 1.049914718615491864e+02 1.192189246581489641e+02 8.851759509591826713e+01 8.845186528306419405e+01
9.959850961269891911e+01 1.047017817155642092e+02 9.839319873824187823e+01 1.235386677235336776e+02 1.089482177422106588e+02 1.165437948335327007e+02
9.892532146211249255e+01 8.999265881116787114e+01 1.044732764886233838e+02 1.286366718871124988e+02 1.093585954544072649e+02 1.060906957037773850e+02
9.476665463654492783e+01 1.133265868224076769e+02 1.057709393958146933e+02 8.179498797754524730e+01 1.085915925065820176e+02 1.003115847854766685e+02
9.858484325230136847e+01 1.067363125509774022e+02 1.114443512020745004e+02 1.180135127698461019e+02 9.367141839685973537e+01 1.006791831996146982e+02
1.078779972411681030e+02 9.524289835890965605e+01 1.025375446551598060e+02 1.001260479748102625e+02 1.033792475472932466e+02 1.031500863477763232e+02
1.040386337319347945e+02 1.045210402160558942e+02 9.590566488627459307e+01 1.021463459890039758e+02 1.043278280488543288e+02 1.054715848379708376e+02
1.021803188143759940e+02 1.010021976944948960e+02 1.001547565872315317e+02 1.066969345486128589e+02 9.200441325976804308e+01 1.088748584417180041e+02
1.038786151272281302e+02 1.016889927722433811e+02 1.014453840107474605e+02 1.085796377972376376e+02 8.911445894369590803e+01 8.956108168998900965e+01
8.640910574495401875e+01 8.506964777464415306e+01 8.158838562669242833e+01 1.038517563291332948e+02 8.857106434423052121e+01 9.330010726914612462e+01
8.935900824868846826e+01 9.075259132645344096e+01 9.794595387051063540e+01 9.834805398099457818e+01 8.525417759736116352e+01 9.911715000858276881e+01
1.194222235214710111e+02 8.867878191060670190e+01 1.070877860661062755e+02 1.051921484434230081e+02 8.695010156424314118e+01 1.191676894133003373e+02
1.092588717263836742e+02 7.362579720633787872e+01 1.041002714870226953e+02 9.306172598007425734e+01 8.566347489139405980e+01 1.059548947534440799e+02
8.907888399594347106e+01 8.257907019366149370e+01 1.216901717694775584e+02 1.045047646236588292e+02 1.070002847649784599e+02 1.060220270000241811e+02
9.104785588289499287e+01 9.102515885978827725e+01 1.207790868593897784e+02 1.091288420591736212e+02 9.815628312627197261e+01 1.096256901109034061e+02
9.922147947395859546e+01 9.129570456545947366e+01 9.615303702977314515e+01 1.033847973243715330e+02 8.886121290723463062e+01 1.091685239922377093e+02
1.054901851496642280e+02 9.313546019593285052e+01 1.068153541212517155e+02 9.061106077274834547e+01 8.528614051197401125e+01 1.075318147873791190e+02
8.882663382857479917e+01 1.053498903850855015e+02 9.295279761637034710e+01 8.798143330903775450e+01 9.874072492025310055e+01 8.663753048226416809e+01
1.092517226657526521e+02 1.042899555974161245e+02 9.134464213159486690e+01 1.089240443320705225e+02 1.005281232145996029e+02 8.704865551413989522e+01
9.814061612161940218e+01 9.584481857525062765e+01 9.773719217175111851e+01 9.595242161351420407e+01 9.686330814926918720e+01 9.657263261048113634e+01
1.083542264031749767e+02 1.138460191236051600e+02 9.624425452510827483e+01 9.606081587887676676e+01 9.518697125538128034e+01 1.009180139369448312e+02
9.446382756122511637e+01 1.126430018007343392e+02 1.038570583464385919e+02 9.348986818062766702e+01 9.262762337970669080e+01 1.115033113296615852e+02
9.457389205066499471e+01 1.171671489013262857e+02 1.120211933661762345e+02 8.690091590959852397e+01 1.048551091528100159e+02 1.008006411029142413e+02
1.056099711471260036e+02 9.492544445682095500e+01 9.600890727843466266e+01 7.706764556145647305e+01 1.050140804589181869e+02 1.031531629058192721e+02
9.205519207567968465e+01 1.057342956863045913e+02 8.905339592712734031e+01 9.379711948334325200e+01 9.995192039888982549e+01 1.034002666843194191e+02
9.937047887239874910e+01 9.587354789292274404e+01 1.008349930757071604e+02 1.149098807177703065e+02 1.065898188749664826e+02 9.160184775219353526e+01
9.351355511974591650e+01 9.910848061458793268e+01 1.051429773498636138e+02 8.471576137433987697e+01 1.000400638430489551e+02 9.286841126557931148e+01
9.863874125477748578e+01 9.393375536028077022e+01 1.074440100170532020e+02 1.176425880476745078e+02 1.098273056593988741e+02 1.029910383279658959e+02
1.013334169475765805e+02 9.529970512475040323e+01 9.565414109758643235e+01 9.736319611004937258e+01 1.173029550919003157e+02 9.690524460850728872e+01
9.630816120867984864e+01 1.084682813079621155e+02 9.762141799707497114e+01 9.841914663046860312e+01 1.050188050475049408e+02 9.973138524092443902e+01
9.863703664231360335e+01 1.240848670398836617e+02 9.139622078298064878e+01 9.874006577961908704e+01 1.068532711340790229e+02 1.087660945843892080e+02
9.718333768097602388e+01 1.236533534145905264e+02 9.014675855193011955e+01 1.026178336281455756e+02 9.857440719198199020e+01 1.273849394578704448e+02
9.172316773638954146e+01 1.067288259438303015e+02 9.588757439462833077e+01 1.067782490403852904e+02 1.006090986754675498e+02 7.545397091484701946e+01
1.110522991521447835e+02 1.053704886800834117e+02 9.071458230501031039e+01 9.843067185929770346e+01 9.698806513915978655e+01 9.022474367435947329e+01
1.163568415350777911e+02 1.098454513246223030e+02 8.722526398672975745e+01 9.592839451678180751e+01 1.009622796834698590e+02 1.035889919502497065e+02
1.050661894596522643e+02 1.186973733005059017e+02 1.104363775896041631e+02 9.950812285858776818e+01 1.054112856409354038e+02 1.004988093305076262e+02
1.008058044225724643e+02 1.144474735659081830e+02 1.071380379899224380e+02 8.862620706313748542e+01 1.056506237915036763e+02 9.962934411478408947e+01
1.004048820210989845e+02 9.634921388130658215e+01 1.096039181670207654e+02 1.002832462956298230e+02 1.243943271494372880e+02 9.598817631769199465e+01
9.612378652956832070e+01 9.313781349785344332e+01 9.281838804945559218e+01 9.649993308914035595e+01 1.167357477776085233e+02 1.020629718369907408e+02
9.943192452417655147e+01 9.093948670146176028e+01 1.110550533696344644e+02 1.165593322980024880e+02 1.063753173898656286e+02 8.545285839953461959e+01
1.019345646348393473e+02 1.088459931084902621e+02 1.122340602767190774e+02 8.838273342880994221e+01 9.350359325473118588e+01 9.920203518891202066e+01
1.015758206517029976e+02 9.517167771759497441e+01 1.024770905396914742e+02 1.136904125196302289e+02 9.053280235456148262e+01 9.992059590121968427e+01
9.402871777721495050e+01 9.670713984382969386e+01 1.156003521137657089e+02 9.791160441776207790e+01 9.867532847870931789e+01 1.013832193484450954e+02
1.003297585258299307e+02 9.802110938463499679e+01 1.202960550734596410e+02 8.915812126078064637e+01 1.068689660242082624e+02 1.133636048728848351e+02
1.065246992677440687e+02 1.005143842019407714e+02 1.150950407793040426e+02 8.911175135664485936e+01 8.652781440381269817e+01 1.020790973803276529e+02
9.117512405960387412e+01 1.003526957189560704e+02 1.004221590076988093e+02 1.065617160624869797e+02 1.155497701287957284e+02 9.332393875921573567e+01
1.034243452433127572e+02 8.965242419126383311e+01 1.001788095484299532e+02 1.071122564480558594e+02 8.754622625466437569e+01 9.166356940750063131e+01
1.346767980764501544e+02 1.034091878310265002e+02 1.011951288304697130e+02 9.921102308302592121e+01 8.988725177141745348e+01 8.758798241359302494e+01
1.232722011454651039e+02 1.004750721338402286e+02 9.268901878895294999e+01 9.162099734773957493e+01 9.904472776494203856e+01 8.828074995460940499e+01
1.207406636922384422e+02 9.450572432628797515e+01 1.078071408244115332e+02 9.119468471329999204e+01 1.088126468564740605e+02 9.650874575877716666e+01
1.184917744558382822e+02 9.386701995525241671e+01 9.100303401613172127e+01 9.723346882231007271e+01 9.293282371200854186e+01 1.044829746896446636e+02
1.185169805505514091e+02 9.593232342555744196e+01 9.991738958460257436e+01 9.421526373436991264e+01 9.913167936091362265e+01 1.044637186053840736e+02
1.012097051841148527e+02 9.007238525413835362e+01 9.406642444854435325e+01 9.102773831592188003e+01 8.656186795973130188e+01 1.071852014883440205e+02
1.049479195335852211e+02 1.033524851844551904e+02 1.000910316903911621e+02 1.102601009670815131e+02 9.037296970084680936e+01 1.068045428747332721e+02
8.726994893581269253e+01 9.821619273261205763e+01 1.088455359536200717e+02 1.086433985600358767e+02 9.962768586485356082e+01 1.098485483594009793e+02
9.916084059743570833e+01 9.957481043264643006e+01 1.193092404064621945e+02 1.186273174979192220e+02 1.033112157697304667e+02 9.018111082039133919e+01
1.028436983505641678e+02 9.773846086979779102e+01 9.463413093244994911e+01 7.175124628405211524e+01 8.844321116533636484e+01 8.772043333567583545e+01
9.752354370914866877e+01 1.064532331775472187e+02 9.871041670634190268e+01 8.092636004999008037e+01 1.062238467435506379e+02 1.126582492392117416e+02
1.044967442655107277e+02 1.067984985164719660e+02 1.068798777261853985e+02 9.256207311588481446e+01 1.004564103638044799e+02 1.222366115729243603e+02
1.093555156500828929e+02 8.838473320872888905e+01 1.081448857993803472e+02 9.858703847722782143e+01 8.897714026183612646e+01 1.169312300938409521e+02
1.047245699200070845e+02 9.660084238322613714e+01 1.043559582650635775e+02 1.006940661425786772e+02 1.026877460523357968e+02 1.149161490287825131e+02
9.483392992973921309e+01 8.883732533274013576e+01 1.180798344875651367e+02 9.529566562472000157e+01 1.005357907633792820e+02 9.401819670485522806e+01
1.023303258778674945e+02 9.936136984943755124e+01 1.190295232939699588e+02 9.232878660759584477e+01 1.030995704059901072e+02 1.069495804011301061e+02
1.137727854690206470e+02 9.851646547706670276e+01 1.156982427173720964e+02 1.156794258078616338e+02 9.207182779171549214e+01 1.023280766679295084e+02
1.105704576632361409e+02 9.850597603667102931e+01 1.135379408610327800e+02 9.544086288463051915e+01 1.244903566446207890e+02 9.162605008096898018e+01
1.115647302686215170e+02 1.093151389322050306e+02 1.183826813825930202e+02 9.961847557560480482e+01 1.111094728706724055e+02 9.231994346399895335e+01
8.941797782735537226e+01 1.148993554212412107e+02 9.015223456035525373e+01 9.744969134248702858e+01 1.082960612314480215e+02 8.824330140605620443e+01
1.001816151063811873e+02 8.808521954171729362e+01 1.041709282304582018e+02 9.490235671401728723e+01 8.568510744912364885e+01 1.057020238805677934e+02
1.029231403285469355e+02 9.388620319164888883e+01 1.132513092720943320e+02 1.143849904377574944e+02 8.477112829941472683e+01 1.002180157187738843e+02
1.005564175772592534e+02 9.631267339634365499e+01 1.002176531496006220e+02 8.515192313624068277e+01 1.108865221495317712e+02 9.068217511053775581e+01
1.005740353187151186e+02 9.202950840833572954e+01 1.096337908959388017e+02 9.147560111665194427e+01 9.404635005921636548e+01 1.141136967361717609e+02
1.019115867034462326e+02 8.486013365894015692e+01 9.942948050725281917e+01 9.758757884168537089e+01 9.832513287273594926e+01 9.649177824220763000e+01
1.093980461623822436e+02 9.373960657035964061e+01 9.096133374289070161e+01 8.974745799447902073e+01 9.854338639778801223e+01 1.104029432234753898e+02
1.000997578670405233e+02 9.258458844792511400e+01 1.062559538202041551e+02 8.295188623077197576e+01 1.050144684524943131e+02 1.061175998399226046e+02
1.035613907439823009e+02 9.845554885118986022e+01 1.023500161842703022e+02 8.460410607317146514e+01 9.682887135565088954e+01 1.099182790447176075e+02
8.994778794686058632e+01 9.870422519539978623e+01 9.492436840241512641e+01 1.075124838438235599e+02 9.529139215571348132e+01 1.074104618314666624e+02
9.764292843922022769e+01 8.783158431313694336e+01 8.289661378528086288e+01 1.184480626654394655e+02 9.105071635304479116e+01 1.052587853250967669e+02
9.814925508548600419e+01 9.045304732339029385e+01 8.334020489083417260e+01 1.207004230654873851e+02 9.318989117020501567e+01 1.043248870216716568e+02
1.119378052814364395e+02 1.011064645463882812e+02 1.053744576788552934e+02 1.201346862281067160e+02 9.443824588048877899e+01 9.894156033431931974e+01
8.630591094132645935e+01 9.673938234889367038e+01 9.617136466521297677e+01 1.181270217988824811e+02 1.027729220687799625e+02 1.013665538193348681e+02
8.553650701911865895e+01 9.810958470679447885e+01 9.744734631955213899e+01 9.987441877504105037e+01 9.613660429100374927e+01 9.399453746893038897e+01
8.369034194596700615e+01 1.077489802946030863e+02 9.597162762893836430e+01 8.759672656444750771e+01 1.111163736161993967e+02 9.831986325724241738e+01
8.668403420679804583e+01 9.555784999565278781e+01 9.609936674422056058e+01 9.770631821566524877e+01 1.149753501207949853e+02 1.013860974522232539e+02
9.525023636518554326e+01 1.037908861582514390e+02 1.127468729352135455e+02 1.167241593043181922e+02 8.634079822780182667e+01 9.676516455534640215e+01
8.989277040581032452e+01 1.047397431018790002e+02 1.107323341028335904e+02 1.228582792765200793e+02 8.519999918047388121e+01 1.057405019136167539e+02
8.723829292848820671e+01 9.040763683635456971e+01 8.704761429319785293e+01 9.526967912394894711e+01 9.368838659762906218e+01 9.945683083738644825e+01
8.695848799146492070e+01 9.343684259799704250e+01 1.124404666475469554e+02 9.367005232144056492e+01 8.968152424289759495e+01 8.985060597445283292e+01
8.868099550061543823e+01 8.979548883426822670e+01 9.648521998583908044e+01 1.057541180100804183e+02 1.032584984127003764e+02 1.028946923649812675e+02
9.642486408181142110e+01 1.037410020365089451e+02 9.662329952821646373e+01 9.575782438729062562e+01 9.401610448608610682e+01 9.177738039241260992e+01
1.029130802512595153e+02 9.537848632193920650e+01 9.983883768482658638e+01 9.727232704126480201e+01 9.522783648354770492e+01 1.076449849260994540e+02
9.022473492779539583e+01 9.486564061794726399e+01 9.792742548332341812e+01 8.342371322858956262e+01 8.668180955106429053e+01 1.008213720412036878e+02
9.913835367641367213e+01 1.041399384404205506e+02 1.020026789985242175e+02 1.077013833583312419e+02 8.594684371350871288e+01 9.623612971579471775e+01
9.787503216730274858e+01 9.698917256259271369e+01 1.020096195164316555e+02 1.018465476323186465e+02 1.033024695969922675e+02 1.039021212090348882e+02
9.326299435808994076e+01 9.055807003229634233e+01 1.090419496435410167e+02 9.665547453548468582e+01 9.628100525274101074e+01 9.728022390711146272e+01
1.125359692789413089e+02 8.894613987254281540e+01 1.134624990315318485e+02 9.126549677736099397e+01 9.587575118148369313e+01 1.028167494161981637e+02
1.086687903874356778e+02 1.087172172411104611e+02 1.010144376113645137e+02 9.764461107191587530e+01 1.032715297423507508e+02 1.091311832182564387e+02
9.244327713402012137e+01 1.074418522600111316e+02 9.731458263589550484e+01 9.699206646430276635e+01 1.046370508442095115e+02 1.148603880161878692e+02
1.034475573391038665e+02 1.108888764594382934e+02 1.007798992213347873e+02 1.023794181145232471e+02 1.068298481125456760e+02 1.186617829839911025e+02
1.025489919710529705e+02 8.757921043582909704e+01 1.017528064681985569e+02 9.837607222083556735e+01 1.042814266103894454e+02 1.202164639265496078e+02
1.119106563556040044e+02 9.139314920815701271e+01 9.396309668291806361e+01 9.796607533074160301e+01 9.308219078923522716e+01 9.755897179439466527e+01
1.000018520718214887e+02 8.640797160137542221e+01 1.075357680381504792e+02 9.522300333506689185e+01 9.787841293720875058e+01 9.651188218364430327e+01
9.352346275861623326e+01 9.008435825645975115e+01 9.142435495804032541e+01 9.901117312550766769e+01 1.038455035971911258e+02 9.200529802026204607e+01
1.001120144124072908e+02 1.078468592452926487e+02 9.602409382208489319e+01 9.455400702885020792e+01 1.045513378090513754e+02 9.943973647445514530e+01
9.677472085786659761e+01 8.605425768512668583e+01 9.828170736349501624e+01 1.079868392795378611e+02 9.550659108272166975e+01 9.942745968417391111e+01
1.174781617284070876e+02 9.045906647801555778e+01 9.977821564028349144e+01 1.059462412036696861e+02 1.036899349040988341e+02 9.398439952690984001e+01
8.160689781529927700e+01 9.719841451394330534e+01 1.022117541829737917e+02 9.603104661056154612e+01 1.000473913734789164e+02 9.554518870212463355e+01
9.589463490653771771e+01 9.915630634559117595e+01 1.038809544072608446e+02 9.595990568646816143e+01 9.810517805803345937e+01 9.545596922353425384e+01
9.511913319150366419e+01 8.867002526639758742e+01 9.828448765975760182e+01 9.580012880967854016e+01 1.008199183643316132e+02 1.092467681132113455e+02
8.634566709922526684e+01 8.234861846800401963e+01 9.268095743722571456e+01 1.023617751358273011e+02 8.105876746174673997e+01 9.480627588200958655e+01
1.025809777518962989e+02 1.201565985702550847e+02 1.018617951236410306e+02 9.687757389961039678e+01 1.050919079019042925e+02 8.761024101742543735e+01
9.242650376235525300e+01 1.201168538491029238e+02 1.032878297911081233e+02 9.388955671091424904e+01 8.622954170255377448e+01 9.653105525367007544e+01
8.276532892397568730e+01 1.022598282357671167e+02 1.018746255035648574e+02 7.900041232783799217e+01 9.413463808884111472e+01 9.494087521206228075e+01
8.695745136471549586e+01 1.010758018297009215e+02 9.150263846112002852e+01 9.875686996385653060e+01 1.025052831275731933e+02 9.969793405080264392e+01
9.764666068248827457e+01 9.685427511745791662e+01 1.025385333460517501e+02 9.474472244494025119e+01 1.172569447388422219e+02 1.039832187997882045e+02
9.403357454520859449e+01 9.861329774840230300e+01 1.014305822675407001e+02 9.477710767952315507e+01 9.728034608594833799e+01 1.152557229916671275e+02
1.096261661727438934e+02 1.075583732890472106e+02 1.040216441245288905e+02 1.069876132679358420e+02 1.150642710715846846e+02 9.909072286196784773e+01
9.639696472098928837e+01 9.779786432920629125e+01 9.061587080758273771e+01 1.037292578620797769e+02 7.980168159438962050e+01 1.004332217104780938e+02
9.923834779839211251e+01 9.490158653592995108e+01 1.177810846037149446e+02 1.085366769640808400e+02 1.202073989422488864e+02 9.360570911183650367e+01
9.958906130540644597e+01 9.352740642341522914e+01 1.148326740102629344e+02 1.041014019440856231e+02 9.227866685065359320e+01 9.386210723826110325e+01
9.435961078954912296e+01 9.814374984374315147e+01 9.508594593308636433e+01 1.028983453403145631e+02 9.683267145442948731e+01 9.290592421250929078e+01
1.031707849108706512e+02 1.001350762389215561e+02 9.591719080455101221e+01 1.005261447872689473e+02 1.015846354164462753e+02 1.083482816205842312e+02
9.563576927750577283e+01 9.219787159082656558e+01 1.026874591966333412e+02 9.237320544104191811e+01 1.152651126421170176e+02 9.840707377297206904e+01
1.081717940648954652e+02 1.046591299675181972e+02 1.114280821996731135e+02 9.583711233921994221e+01 1.158757524317247629e+02 1.143887848911993927e+02
9.285149874351188259e+01 1.106438526872471044e+02 7.880707201225150982e+01 7.395380677357989896e+01 9.131653364964259367e+01 9.143646403103595333e+01
9.017820124252654068e+01 9.822424200643752101e+01 1.114874020185224879e+02 9.532903537482798129e+01 1.033498066227099770e+02 9.498313792065353312e+01
8.960574861763817012e+01 9.960231026212350969e+01 9.679783619837206743e+01 1.012315387227580743e+02 1.009135245834049499e+02 9.956055694731702488e+01
1.036373282808873597e+02 1.004456430845444146e+02 9.719040625219119534e+01 1.053633492263978439e+02 9.978375372941187038e+01 9.599327552648907158e+01
9.158971727536143703e+01 1.010874382232523061e+02 9.633468253492138444e+01 1.112763211106387331e+02 9.111217104528671484e+01 8.894462458762279766e+01
9.128512350787660523e+01 1.133256856845402183e+02 9.919668681184469960e+01 1.100500652724496859e+02 9.590824292508422388e+01 8.661143767737156907e+01
9.248494866763385858e+01 1.110252747637242408e+02 1.010038114768974822e+02 1.010811427840278895e+02 9.298782240414482203e+01 8.017798386690003554e+01
1.001405724257750194e+02 1.066179687927838700e+02 9.588802124533953020e+01 1.061295192977635935e+02 9.380185833642886450e+01 8.738592553610976665e+01
9.493405128180691577e+01 9.417000370394060837e+01 1.044921391152124244e+02 1.121623984203100690e+02 1.001633586337964914e+02 9.613862434701138682e+01
1.061231609546202606e+02 8.982839835850640497e+01 9.606916366933103291e+01 9.802512045597305246e+01 1.069150428772742316e+02 8.697790579371167041e+01
9.778932986151633600e+01 1.068505962491544636e+02 9.009327848320640442e+01 9.966456777966604363e+01 1.030293487794375267e+02 9.267133789292793722e+01
8.341989552368966088e+01 1.001527055997663496e+02 1.023199861155997894e+02 1.029492196691924164e+02 9.571886014653799180e+01 1.180443382646543427e+02
9.153247771775950525e+01 9.097815774665595256e+01 1.077373424218999389e+02 1.066490719782582062e+02 1.055582525003567298e+02 7.262758963949309532e+01
9.158024221113400642e+01 9.818755808675480523e+01 9.429727168039906360e+01 1.065179124138298334e+02 1.115330267092538605e+02 1.022402467481054771e+02
1.061721388102144061e+02 1.017633690048665471e+02 1.051386753725085725e+02 9.035242344989632102e+01 9.388848671236328869e+01 1.249108840540491769e+02
9.063619498121416029e+01 1.051879362466166583e+02 1.034034783810650566e+02 8.936449915355069606e+01 9.608515066641002988e+01 7.783771563482949318e+01
9.186455983572997752e+01 1.189191085801656982e+02 1.052656453595876371e+02 9.209651776224536945e+01 9.959293372481377560e+01 8.785468629436071808e+01
8.973251625014344768e+01 9.189500324552200539e+01 9.625280194457010907e+01 8.372236765847989659e+01 1.029580344999147314e+02 1.024487266703439303e+02
8.719652174693462143e+01 9.362392721251029570e+01 9.485884999746596691e+01 1.057460270100503124e+02 9.527365526842521604e+01 1.045853311164674864e+02
1.248467599988402128e+02 9.598007250124850032e+01 8.723123738287614515e+01 1.031783948532719393e+02 1.156627669847746915e+02 1.106335574311278833e+02
9.247499699577338106e+01 8.718479320244054520e+01 7.858811811382697954e+01 9.223512433999206905e+01 9.662995613829197339e+01 1.086988506313711582e+02
8.864106864709006572e+01 8.818602197078760696e+01 1.163960318044406108e+02 9.646080411807929522e+01 1.016291211788208955e+02 9.122560569937559194e+01
1.004010207134989940e+02 8.997184607483448815e+01 9.785193884278311316e+01 1.118546012977080011e+02 9.602593774901868073e+01 9.898842513538757260e+01
9.454869993694701691e+01 1.043428753544716869e+02 9.767100145627222219e+01 8.550199919406297511e+01 9.162298738870553905e+01 1.006143348438631335e+02
9.318168601342803470e+01 9.937798803610318998e+01 1.042459237472938440e+02 8.740677443976025529e+01 8.473178453647129516e+01 1.128195305889037741e+02
9.293064617351004131e+01 9.076700476463170730e+01 9.123170452401197394e+01 1.118936474419974161e+02 8.304025376561126848e+01 8.575776368570531361e+01
1.089431902968021575e+02 1.137437555397539484e+02 1.030215755477778146e+02 9.509599888533298895e+01 1.012441443459176895e+02 8.547935755167976879e+01
1.006624986176823739e+02 1.113107326285269494e+02 9.316182225238797798e+01 1.007904328544836545e+02 9.488978417313224156e+01 1.094427825698471679e+02
1.074308218545667728e+02 1.115272041869650650e+02 8.608312072220724076e+01 9.777734106942300230e+01 9.539389853622378723e+01 9.117611676129692455e+01
8.960884531817025334e+01 9.130076150633358623e+01 8.513604078456900481e+01 1.063565125278786212e+02 9.778251564291522868e+01 1.079752676527551785e+02
9.512675441490355865e+01 1.023798710971275909e+02 1.044548689521782450e+02 1.052277716032014041e+02 9.452731962705480839e+01 8.994193186481977875e+01
9.750228913240249540e+01 9.710712801353700740e+01 1.103672381702015457e+02 8.656949981642121372e+01 9.781481087893041604e+01 8.879208618524101837e+01
9.880664580064545532e+01 1.065982564735586777e+02 8.923364376421109512e+01 8.644060517623302076e+01 8.267462933425696292e+01 1.161994734809583463e+02
1.151125324656667175e+02 1.064291329235657315e+02 1.037924781103027669e+02 8.976526244412941935e+01 1.043521296280653132e+02 8.394246248181381986e+01
1.184617790003829043e+02 1.049369033991595472e+02 1.055531842763177508e+02 1.051633988193690641e+02 1.065848508025055565e+02 1.030101146614236995e+02
